chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	lrtAllPValue	lrtAllIsFdr	lrtPrimateBrPValue	lrtPrimateBrIsFdr	lrtPrimateClPValue	lrtPrimateClIsFdr	lrtRodentBrPValue	lrtRodentBrIsFdr	lrtRodentClPValue	lrtRodentClIsFdr	lrtHumanPValue	lrtHumanIsFdr	lrtChimpPValue	lrtChimpIsFdr	lrtHominidPValue	lrtHominidIsFdr	lrtMacaquePValue	lrtMacaqueIsFdr	bestHist	bestHistPP	nextBestHist	nextBestHistPP
chr2	232166023	232166977	refGene.NM_152614.1.inc	400	+	232166023	232166977	255	1	954,	0,	0.04137	0	2	0	1	0	2	0	2	0	1	0	0.485248	0	2	0	2	0	0	0	0	0
chr22	40745291	40753038	refGene.NM_152613.1.inc	1000	+	40745291	40753038	16711680	5	78,142,93,108,323,	0,320,662,2907,7424,	0.00064	1	2	0	2	0	2	0	2	0	0.000134014	0	1	0	2	0	2	0	511	0.17	471	0.11
chr22	20318421	20321176	refGene.NM_152612.1.inc	0	+	20318421	20321176	0	3	438,582,456,	0,552,2299,	1	0	0.168267	0	0.480021	0	1	0	1	0	1	0	0.444647	0	1	0	1	0	0	0	0	0
chr20	5969889	5981223	refGene.NM_152611.1.inc	0	-	5969889	5981223	0	4	1003,138,205,433,	0,3299,9535,10901,	0.08079	0	2	0	0.491613	0	2	0	0.24582	0	1	0	0.493373	0	0.49046	0	1	0	0	0	0	0
chr1	221633626	221635126	refGene.NM_152610.1.inc	0	+	221633626	221635126	0	1	1500,	0,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr19	42781188	42796004	refGene.NM_152606.1	0	+	42781188	42796004	0	4	9,127,96,1751,	0,1178,2562,13065,	0.28074	0	2	0	2	0	2	0	2	0	0.141509	0	0.498216	0	2	0	2	0	0	0	0	0
chr19	41895211	41903410	refGene.NM_152603.1	0	+	41895211	41903410	0	3	43,87,1721,	0,311,6478,	0.17607	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	60781128	60782817	refGene.NM_152600.1	400	-	60781128	60782817	255	1	1689,	0,	1	0	1	0	0.469746	0	1	0	0.0168462	0	0.488564	0	0.453307	0	1	0	0.462365	0	0	0	0	0
chr17	8641402	8643163	refGene.NM_152599.1	400	-	8641402	8643163	255	1	1761,	0,	0.00127	0	2	0	2	0	2	0	2	0	1	0	0.397066	0	2	0	2	0	0	0	0	0
chr17	58132795	58232828	refGene.NM_152598.1	0	-	58132795	58232828	0	10	56,43,114,110,167,1402,153,172,120,90,	0,3836,9528,20785,23235,34228,42673,58132,86777,99943,	0.06209	0	2	0	1	0	2	0	2	0	0.262218	0	1	0	1	0	1	0	0	0	0	0
chr15	37680372	37856017	refGene.NM_152597.1	0	-	37680372	37856017	0	11	47,511,138,159,111,125,96,94,155,184,126,	0,16855,112564,125709,137211,138785,140925,162941,164712,169547,175519,	0.12538	0	2	0	2	0	2	0	2	0	0.474516	0	1	0	2	0	2	0	0	0	0	0
chr15	39263573	39296218	refGene.NM_152596.1.inc	400	-	39263573	39296218	255	8	510,192,144,81,105,87,59,61,	0,5853,7358,11691,11849,25417,31691,32584,	0.03105	0	0.0529498	0	1	0	0.0090129	0	0.0296636	0	1	0	0.489076	0	1	0	0.496215	0	0	0	0	0
chr15	36332678	36431157	refGene.NM_152594.1	0	+	36332678	36431157	0	7	32,175,169,47,159,102,651,	0,46187,69055,71577,86551,96236,97828,	0.38783	0	2	0	0.483508	0	0.245768	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0
chr12	25563068	25593659	refGene.NM_152590.1.inc	400	-	25563068	25593659	255	6	100,218,120,187,181,133,	0,990,7231,7901,27506,30458,	0.00168	0	2	0	0.0220054	0	2	0	2	0	0.0394829	0	0.490782	0	0.00424414	0	0.489386	0	0	0	0	0
chr11	107759050	107807763	refGene.NM_152587.1.inc	0	-	107759050	107807763	0	7	62,56,171,131,201,54,81,	0,2806,10094,22315,23649,23982,48632,	0.48366	0	0.401487	0	0.461872	0	0.391476	0	1	0	0.497815	0	1	0	1	0	0.485564	0	0	0	0	0
chrX	14801571	14847852	refGene.NM_152581.1	0	+	14801571	14847852	0	15	9,70,156,87,155,61,39,125,177,113,97,97,130,103,138,	0,160,19194,21779,23555,27046,29437,35331,37708,38720,40974,42139,42668,45151,46143,	1	0	1	0	1	0	1	0	1	0	0.494618	0	1	0	1	0	1	0	0	0	0	0
chrX	22201029	22202307	refGene.NM_152577.1	400	+	22201029	22202307	255	1	1278,	0,	0.00273	0	2	0	2	0	2	0	2	0	0.489956	0	1	0	2	0	2	0	0	0	0	0
chr9	84787411	84867602	refGene.NM_152573.1	400	-	84787411	84867602	255	17	106,77,120,115,82,148,138,235,89,85,69,116,78,96,91,147,431,	0,7714,10229,14335,15688,17492,17756,18219,21821,22739,24760,26964,29757,33128,39659,43098,79760,	0.00722	0	2	0	2	0	2	0	2	0	1	0	0.497966	0	2	0	2	0	0	0	0	0
chr9	134590895	134743463	refGene.NM_152572.1	400	-	134590895	134743463	255	13	238,81,142,90,132,201,72,82,69,114,50,85,84,	0,1766,66946,88950,97517,101166,102325,102957,129169,137977,141216,149427,152484,	1	0	0.0171472	0	0.457847	0	0.00564784	0	0.474817	0	0.495522	0	0.462529	0	1	0	0.475501	0	0	0	0	0
chr9	27938848	27940669	refGene.NM_152570.1	0	-	27938848	27940669	0	1	1821,	0,	1	0	1	0	1	0	2	0	2	0	1	0	0.471412	0	1	0	1	0	0	0	0	0
chr8	87180323	87234322	refGene.NM_152565.1	0	+	87180323	87234322	0	8	130,172,179,80,78,177,75,162,	0,14730,40478,42471,43898,51133,52487,53837,	1	0	0.175428	0	0.473647	0	0.243886	0	0.487063	0	1	0	1	0	1	0	0.495893	0	0	0	0	0
chr8	100202840	100935590	refGene.NM_152564.1.inc	0	+	100202840	100935590	0	49	9,96,123,138,88,192,170,195,125,182,135,174,110,148,128,235,221,204,172,115,67,409,112,204,127,144,688,138,408,203,208,185,197,182,350,162,156,264,84,176,171,202,189,147,284,128,200,119,736,	0,13195,13578,14159,15228,21537,26404,35112,48602,71439,152761,153644,262771,270120,310100,320964,345977,360162,380250,381399,385700,389667,399462,435013,454221,456053,520374,539917,578088,595734,598908,599426,645337,655338,657245,662878,687938,696103,697014,697276,697975,698484,699857,702395,710932,713760,714102,727339,732014,	1	0	0.456509	0	0.183117	0	1	0	1	0	0.499436	0	0.478855	0	1	0	1	0	0	0	0	0
chr7	148802599	148822359	refGene.NM_152557.1.inc	0	-	148802599	148822359	0	6	905,126,192,114,82,132,	0,2346,2988,18283,19413,19628,	0.30223	0	2	0	1	0	2	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr7	112249154	112366921	refGene.NM_152556.1.inc	0	-	112249154	112366921	0	5	510,115,171,142,40,	0,10697,73705,93442,117727,	0.29289	0	0.456851	0	1	0	0.493769	0	1	0	0.477664	0	0.495932	0	1	0	1	0	0	0	0	0
chr6	7535489	7554105	refGene.NM_152551.1	0	+	7535489	7554105	0	9	156,114,61,75,189,122,89,165,49,	0,3476,3841,4769,11078,12365,15140,15773,18567,	1	0	0.169529	0	0.49169	0	0.497815	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr5	94754264	94809923	refGene.NM_152548.1.inc	0	+	94754264	94809923	0	8	93,65,244,119,130,107,136,195,	0,3306,21142,27479,35798,43995,53757,55464,	0.20193	0	2	0	0.374308	0	2	0	2	0	0.275006	0	0.438221	0	2	0	2	0	0	0	0	0
chr5	121325626	121390720	refGene.NM_152546.1	400	+	121325626	121390720	255	8	36,89,73,72,82,715,38,185,	0,12163,13282,32566,57227,58055,60337,64909,	0.0103	0	2	0	2	0	2	0	2	0	0.0752936	0	0.177139	0	2	0	2	0	0	0	0	0
chr4	8516692	8528520	refGene.NM_152544.1.inc	0	+	8516692	8528520	0	5	26,184,433,117,122,	0,1312,3848,7018,11706,	0.48559	0	0.339312	0	0.194882	0	0.164179	0	0.495213	0	0.49528	0	0.496522	0	0.499436	0	0.497477	0	0	0	0	0
chr4	160034304	160175698	refGene.NM_152543.1	0	-	160034304	160175698	0	5	15,190,59,233,64,	0,21467,66583,79376,141330,	0.28439	0	2	0	0.441147	0	2	0	2	0	0.292466	0	0.494768	0	1	0	0.248593	0	0	0	0	0
chr4	89402770	89418759	refGene.NM_152542.1	0	-	89402770	89418759	0	6	132,135,145,166,101,440,	0,2406,5595,6146,14548,15549,	0.3081	0	1	0	0.480358	0	1	0	1	0	1	0	0.48257	0	0.479472	0	0.497179	0	0	0	0	0
chr4	53434892	53926865	refGene.NM_152540.1	0	-	53434892	53926865	0	9	93,120,135,146,250,176,128,169,838,	0,11778,33488,46756,271364,399857,439667,478629,491135,	1	0	1	0	1	0	0.490594	0	0.240636	0	1	0	0.430849	0	1	0	1	0	0	0	0	0
chr3	120347726	120352829	refGene.NM_152539.1	0	+	120347726	120352829	0	3	1398,144,69,	0,1990,5034,	0.14724	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr3	127751442	127754881	refGene.NM_152533.1.inc	400	-	127751442	127754881	255	3	169,126,47,	0,2087,3392,	0.02015	0	2	0	0.441893	0	2	0	0.207529	0	1	0	1	0	0.494648	0	0.34898	0	0	0	0	0
chr2	175009089	175054930	refGene.NM_152529.1	0	-	175009089	175054930	0	15	301,138,65,96,137,105,211,91,85,118,84,156,166,400,460,	0,3782,6003,8965,10495,17621,23762,25286,25472,29669,30428,32796,34274,36849,45381,	1	0	2	0	1	0	2	0	2	0	0.117357	0	1	0	2	0	2	0	0	0	0	0
chr2	159800930	159847685	refGene.NM_152528.1.inc	0	-	159800930	159847685	0	10	17,141,180,107,41,34,94,93,185,257,	0,12198,20022,21584,21771,23636,35528,39372,43587,46498,	1	0	2	0	1	0	0.341189	0	1	0	0.285791	0	0.499023	0	2	0	2	0	0	0	0	0
chr2	230610339	230632312	refGene.NM_152527.1	0	-	230610339	230632312	0	4	152,978,144,259,	0,8365,12381,21714,	1	0	2	0	1	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr2	153283384	153324600	refGene.NM_152522.1	0	+	153283384	153324600	0	4	400,54,133,94,	0,1908,16369,41122,	0.25101	0	2	0	1	0	2	0	0.480925	0	1	0	1	0	0.335065	0	1	0	0	0	0	0
chr2	180016221	180342727	refGene.NM_152520.1	0	-	180016221	180342727	0	8	219,102,179,246,163,111,143,253,	0,1626,2300,3275,40022,75278,101577,326253,	1	0	2	0	1	0	0.166196	0	1	0	1	0	0.452235	0	2	0	2	0	0	0	0	0
chr2	210595917	210727551	refGene.NM_152519.1	0	-	210595917	210727551	0	14	231,169,113,55,125,116,126,108,166,205,122,198,142,1088,	0,1084,2155,4347,5896,6854,8472,17471,20990,52603,75137,81155,106082,130546,	0.39893	0	0.447042	0	0.218502	0	0.189217	0	0.463893	0	1	0	1	0	1	0	1	0	0	0	0	0
chr2	178123739	178125737	refGene.NM_152517.1	400	-	178123739	178125737	255	1	1998,	0,	0.04374	0	2	0	2	0	2	0	2	0	0.241114	0	0.181402	0	2	0	2	0	0	0	0	0
chr2	61986374	62216523	refGene.NM_152516.1.inc	0	+	61986374	62216523	0	3	123,282,54,	0,94965,230095,	1	0	2	0	0.48705	0	0.143428	0	1	0	0.497015	0	0.498307	0	2	0	2	0	0	0	0	0
chr2	113212870	113238646	refGene.NM_152515.1	400	-	113212870	113238646	255	9	226,190,64,156,208,1238,52,67,37,	0,1995,3883,7597,13444,17154,21890,23680,25739,	1	0	0.0163449	0	1	0	0.21879	0	1	0	0.478087	0	0.0758718	0	0.0740705	0	1	0	0	0	0	0
chr22	38469809	38613518	refGene.NM_152512.1.inc	0	-	38469809	38613518	0	6	425,387,121,119,243,169,	0,21364,77134,91981,117906,143540,	1	0	0.149146	0	1	0	0.496759	0	0.494415	0	1	0	0.477269	0	0.213061	0	1	0	0	0	0	0
chr22	29389423	29389990	refGene.NM_152511.1	400	-	29389423	29389990	255	1	567,	0,	1	0	1	0	1	0	0.0301975	0	1	0	1	0	0.430604	0	1	0	0.48983	0	0	0	0	0
chr22	28819941	28902156	refGene.NM_152510.1	0	+	28819941	28902156	0	10	51,142,64,37,21,27,68,158,251,105,	0,4899,9484,10448,17843,18543,25027,27679,28011,82110,	0.40783	0	2	0	2	0	2	0	2	0	1	0	0.241208	0	2	0	2	0	0	0	0	0
chr20	5701571	5792049	refGene.NM_152504.1.inc	0	+	5701571	5792049	0	2	118,380,	0,90098,	0.4084	0	2	0	1	0	2	0	2	0	0.484389	0	0.390568	0	1	0	1	0	0	0	0	0
chr1	45858665	45861080	refGene.NM_152500.1.inc	0	-	45858665	45861080	0	9	27,111,211,204,98,119,108,119,71,	0,316,496,874,1231,1470,1834,2142,2344,	0.16126	0	2	0	1	0	2	0	2	0	1	0	0.499436	0	0.498872	0	1	0	0	0	0	0
chr1	44230137	44234419	refGene.NM_152499.1	0	+	44230137	44234419	0	8	126,176,117,78,55,70,79,223,	0,333,644,2008,3229,3722,3899,4059,	0.36696	0	2	0	0.499436	0	2	0	0.100285	0	2	0	2	0	2	0	1	0	0	0	0	0
chr1	43419841	43448135	refGene.NM_152498.1.inc	400	+	43419841	43448135	255	9	267,287,208,153,140,166,114,213,135,	0,2007,3565,5123,15969,16897,17806,25136,28159,	0.00162	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0
chr1	38034034	38038462	refGene.NM_152496.1	0	+	38034034	38038462	0	2	71,637,	0,3791,	1	0	1	0	1	0	0.483014	0	1	0	0.499436	0	0.415925	0	0.491315	0	0.491923	0	0	0	0	0
chr1	222871547	222989011	refGene.NM_152495.1.inc	0	+	222871547	222989011	0	5	33,69,48,113,124,	0,63735,67573,113239,117340,	1	0	2	0	0.494472	0	2	0	1	0	1	0	0.497415	0	0.497477	0	1	0	0	0	0	0
chr1	33514559	33533484	refGene.NM_152493.1.inc	0	+	33514559	33533484	0	5	223,334,225,79,150,	0,3752,5215,18565,18775,	0.21442	0	1	0	0.0716634	0	0.441476	0	1	0	0.499202	0	1	0	0.0663398	0	0.453659	0	0	0	0	0
chr1	3659100	3676239	refGene.NM_152492.1.inc	0	+	3659100	3676239	0	11	123,124,111,158,150,93,367,131,78,213,33,	0,1441,2780,4056,8604,9943,10431,11029,13858,14556,17106,	0.09277	0	2	0	0.26888	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr1	204066056	204085673	refGene.NM_152491.1.inc	400	-	204066056	204085673	255	12	74,169,72,79,62,76,120,131,87,233,87,19,	0,2292,9946,11505,11848,12370,13361,13781,14505,15019,17579,19598,	0.03814	0	0.00366319	0	0.0054722	0	2	0	2	0	0.496215	0	1	0	1	0	0.00155982	0	0	0	0	0
chr1	233680143	233734175	refGene.NM_152490.1	400	-	233680143	233734175	255	12	135,57,160,126,184,79,111,96,194,101,148,112,	0,2881,3947,5350,8390,15432,20643,29849,34117,38952,44470,53920,	0.00336	0	1	0	0.491297	0	2	0	2	0	1	0	1	0	0.415903	0	0.496215	0	0	0	0	0
chr1	64442321	64482404	refGene.NM_152489.1	400	+	64442321	64482404	255	9	66,82,93,98,118,49,89,82,4,	0,1588,2713,6691,10764,16808,28510,37601,40079,	0.00493	0	2	0	0.497415	0	2	0	2	0	0.497966	0	1	0	0.498507	0	0.499436	0	0	0	0	0
chr1	95382045	95430012	refGene.NM_152487.1	0	+	95382045	95430012	0	6	155,90,59,95,74,319,	0,4800,6306,7423,29914,47648,	1	0	0.0825866	0	1	0	1	0	0.463618	0	1	0	1	0	0.498872	0	1	0	0	0	0	0
chr1	208022873	208023521	refGene.NM_152485.1.inc	0	-	208022873	208023521	0	1	648,	0,	1	0	0.491632	0	1	0	0.42052	0	1	0	0.494302	0	1	0	1	0	0.47064	0	0	0	0	0
chr19	40407567	40411423	refGene.NM_152481.1	0	-	40407567	40411423	0	2	388,722,	0,3134,	0.22151	0	2	0	2	0	2	0	2	0	0.424809	0	0.161708	0	2	0	2	0	0	0	0	0
chr19	1220842	1221106	refGene.NM_152480.1.inc	0	-	1220842	1221106	0	1	264,	0,	0.29362	0	2	0	2	0	2	0	2	0	0.492224	0	1	0	2	0	2	0	0	0	0	0
chr19	45413909	45416128	refGene.NM_152479.1	0	-	45413909	45416128	0	3	110,183,427,	0,1024,1792,	1	0	2	0	2	0	1	0	0.36758	0	2	0	2	0	2	0	2	0	0	0	0	0
chr19	61617560	61627378	refGene.NM_152478.1.inc	0	+	61617560	61627378	0	2	61,1307,	0,8511,	1	0	2	0	1	0	2	0	2	0	1	0	0.499202	0	2	0	2	0	0	0	0	0
chr19	9438249	9446989	refGene.NM_152476.1	400	-	9438249	9446989	255	8	1761,83,81,127,83,81,127,30,	0,2531,3056,3818,4722,6605,7625,8710,	0.02385	0	2	0	2	0	2	0	2	0	1	0	0.00226415	0	2	0	2	0	0	0	0	0
chr17	73639624	73648572	refGene.NM_152468.1.inc	0	+	73639624	73648572	0	14	82,150,83,137,148,171,140,124,98,184,131,159,79,63,	0,410,839,1457,1904,2445,2921,5286,5768,6056,6400,6625,7213,8885,	0.05791	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0
chr17	37247893	37257920	refGene.NM_152467.1.inc	0	+	37247893	37257920	0	5	11,490,618,150,210,	0,3707,7010,9145,9817,	1	0	1	0	1	0	0.472805	0	1	0	0.494618	0	1	0	1	0	1	0	0	0	0	0
chr17	24054801	24055980	refGene.NM_152465.1.inc	0	-	24054801	24055980	0	3	556,129,128,	0,650,1051,	0.42636	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr17	23708820	23712401	refGene.NM_152464.1	0	+	23708820	23712401	0	6	211,74,90,43,113,96,	0,1245,1644,2858,3064,3485,	0.4313	0	1	0	1	0	0.0834451	0	0.470334	0	1	0	0.481278	0	1	0	0.485887	0	0	0	0	0
chr17	45807568	45813299	refGene.NM_152463.1	400	+	45807568	45813299	255	8	775,128,87,122,118,116,190,177,	0,857,3386,3565,3898,4243,5103,5554,	1	0	0.407755	0	1	0	0.0133046	0	1	0	0.168084	0	0.454678	0	1	0	1	0	0	0	0	0
chr16	3426424	3433154	refGene.NM_152457.1	0	-	3426424	3433154	0	3	1115,127,33,	0,4383,6697,	1	0	2	0	1	0	2	0	2	0	1	0	0.307681	0	1	0	1	0	0	0	0	0
chr16	69245985	69251519	refGene.NM_152456.1.inc	0	+	69245985	69251519	0	5	90,78,162,136,119,	0,2020,2378,5036,5415,	1	0	1	0	1	0	0.070366	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr15	41440817	41449148	refGene.NM_152455.1.inc	0	-	41440817	41449148	0	5	614,468,699,205,63,	0,2587,4782,7595,8268,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	0.410444	0	1	0	0	0	0	0
chr15	36015816	36030727	refGene.NM_152453.1	400	+	36015816	36030727	255	10	140,124,51,72,57,60,65,58,41,199,	0,523,1022,1834,4825,5347,5867,7017,11332,14712,	0.12219	0	0.00267033	0	1	0	0.290893	0	1	0	0.0495097	0	0.0360234	0	1	0	1	0	0	0	0	0
chr15	57538126	57600869	refGene.NM_152450.1	0	+	57538126	57600869	0	8	11,274,119,130,107,136,196,125,	0,1297,33635,48577,50227,55653,58009,62618,	0.18294	0	1	0	0.473725	0	0.490903	0	0.485921	0	1	0	0.494799	0	0.464334	0	0.486521	0	0	0	0	0
chr15	43036208	43058118	refGene.NM_152448.1	0	+	43036208	43058118	0	7	64,82,140,62,86,89,140,	0,177,1654,4804,9439,17148,21770,	1	0	1	0	1	0	1	0	1	0	1	0	0.497015	0	1	0	1	0	0	0	0	0
chr14	41425578	41443128	refGene.NM_152447.1	0	+	41425578	41443128	0	4	1385,713,44,18,	0,4624,12291,17532,	1	0	1	0	1	0	1	0	0.0794338	0	0.354557	0	1	0	1	0	0.48645	0	0	0	0	0
chr14	73472457	73482923	refGene.NM_152445.1.inc	400	-	73472457	73482923	255	7	87,100,165,128,347,551,182,	0,1600,1946,4924,6367,8333,10284,	0.1654	0	1	0	0.183708	0	2	0	2	0	1	0	1	0	0.487475	0	0.012171	0	0	0	0	0
chr14	73395318	73420633	refGene.NM_152444.1	0	+	73395318	73420633	0	9	37,119,192,171,210,122,88,40,77,	0,1676,15160,18135,20233,21192,22342,23536,25238,	0.37228	0	0.493794	0	0.498216	0	0.464561	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr14	67260967	67270225	refGene.NM_152443.1.inc	400	+	67260967	67270225	255	6	94,156,105,210,190,10,	0,601,1553,2483,4693,9248,	1	0	0.492864	0	1	0	1	0	0.0194854	0	1	0	1	0	0.496477	0	1	0	0	0	0	0
chr12	1572359	1573370	refGene.NM_152441.1.inc	0	-	1572359	1573370	0	1	1011,	0,	1	0	1	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr12	62873888	62902284	refGene.NM_152440.1	0	-	62873888	62902284	0	3	817,286,235,	0,21836,28161,	1	0	0.461897	0	0.0643883	0	1	0	1	0	1	0	0.182706	0	1	0	0.48476	0	0	0	0	0
chr12	123062644	123063430	refGene.NM_152437.1	0	+	123062644	123063430	0	1	786,	0,	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr12	94861307	94885752	refGene.NM_152435.1	0	+	94861307	94885752	0	9	137,107,65,278,226,125,94,161,88,	0,9318,11512,13286,16999,18956,22287,22949,24357,	0.46372	0	2	0	1	0	2	0	1	0	0.301589	0	0.369208	0	1	0	1	0	0	0	0	0
chr11	93940332	93993806	refGene.NM_152431.1	400	+	93940332	93993806	255	20	87,79,132,215,122,81,198,112,124,118,112,185,73,201,104,71,154,126,148,117,	0,1211,7480,9759,15929,17926,19531,21602,25999,27790,30285,34276,36465,39920,41064,48974,50435,52241,52478,53357,	0.44062	0	0.000267963	0	0.461711	0	2	0	2	0	1	0	0.476888	0	0.463461	0	0.465088	0	0	0	0	0
chr11	4630335	4631289	refGene.NM_152430.1	0	+	4630335	4631289	0	1	954,	0,	1	0	1	0	1	0	0.477814	0	0.305923	0	0.47835	0	0.494678	0	1	0	1	0	0	0	0	0
chrX	63326822	63329552	refGene.NM_152424.1.inc	400	-	63326822	63329552	255	1	2730,	0,	1	0	0.490327	0	0.0113779	0	1	0	1	0	0.00809477	0	1	0	1	0	0.437795	0	0	0	0	0
chr9	95886633	95910047	refGene.NM_152422.1	0	+	95886633	95910047	0	9	238,172,81,119,138,1259,186,111,117,	0,720,3300,3614,10786,12790,17035,19744,23297,	1	0	0.178342	0	0.488384	0	0.490869	0	1	0	1	0	1	0	0.494618	0	1	0	0	0	0	0
chr9	138726938	138738047	refGene.NM_152421.1	0	+	138726938	138738047	0	5	63,135,108,177,813,	0,4911,9255,9459,10296,	0.07723	0	2	0	1	0	0.379282	0	0.484656	0	0.474554	0	0.494678	0	2	0	2	0	0	0	0	0
chr9	76788502	76832977	refGene.NM_152420.1	0	-	76788502	76832977	0	8	102,104,114,179,141,164,196,230,	0,1140,12680,14831,15963,32501,33486,44245,	0.20705	0	0.493976	0	1	0	2	0	2	0	1	0	1	0	1	0	0.453205	0	0	0	0	0
chr8	88954127	88955315	refGene.NM_152418.1	400	-	88954127	88955315	255	1	1188,	0,	0.23511	0	2	0	2	0	2	0	2	0	0.00997388	0	0.203079	0	2	0	2	0	0	0	0	0
chr8	96106412	96139341	refGene.NM_152416.1	0	+	96106412	96139341	0	9	197,100,123,57,103,134,102,57,129,	0,6986,10445,16561,20536,21985,23448,27165,32800,	1	0	0.0941866	0	1	0	1	0	1	0	0.496174	0	1	0	0.37169	0	1	0	0	0	0	0
chr8	17149124	17188307	refGene.NM_152415.1	400	+	17149124	17188307	255	11	125,75,115,101,226,71,128,59,69,144,81,	0,18662,21013,21611,27488,29152,32783,32994,33130,37228,39102,	1	0	2	0	0.0470706	0	0.465905	0	0.497123	0	0.480562	0	0.323341	0	2	0	2	0	0	0	0	0
chr8	65656015	65656933	refGene.NM_152414.1.inc	0	+	65656015	65656933	0	1	918,	0,	0.19283	0	2	0	1	0	2	0	0.498738	0	1	0	1	0	1	0	0.484086	0	0	0	0	0
chr8	126057063	126059281	refGene.NM_152412.1	0	+	126057063	126059281	0	2	79,1511,	0,707,	0.33657	0	2	0	0.465471	0	2	0	2	0	0.438022	0	1	0	0.438751	0	1	0	0	0	0	0
chr5	134218543	134219002	refGene.NM_152409.1.inc	0	+	134218543	134219002	0	1	459,	0,	1	0	1	0	0.495487	0	1	0	1	0	1	0	0.490956	0	1	0	1	0	0	0	0	0
chr5	148705295	148711038	refGene.NM_152407.1	0	+	148705295	148711038	0	4	77,154,82,365,	0,2732,4114,5378,	1	0	2	0	1	0	1	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0
chr5	78569057	78647886	refGene.NM_152405.1	0	+	78569057	78647886	0	10	204,174,151,170,166,188,87,96,595,308,	0,40431,52642,53651,62674,63197,68896,74924,76778,78521,	0.06781	0	2	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr4	118224887	118225997	refGene.NM_152402.1	0	-	118224887	118225997	0	1	1110,	0,	0.07976	0	2	0	2	0	2	0	2	0	1	0	0.499202	0	2	0	2	0	0	0	0	0
chr4	56117480	56153033	refGene.NM_152401.1	0	-	56117480	56153033	0	6	155,209,144,91,121,6,	0,5847,13161,24264,25560,35547,	1	0	1	0	0.3123	0	0.289647	0	0.495348	0	1	0	1	0	1	0	0.257734	0	0	0	0	0
chr4	113286185	113327543	refGene.NM_152400.1	400	+	113286185	113327543	255	2	153,246,	0,41112,	0.17864	0	1	0	0.0274251	0	0.370186	0	1	0	0.195754	0	0.0028665	0	1	0	0.0500104	0	0	0	0	0
chr4	122900898	122902488	refGene.NM_152399.1	400	-	122900898	122902488	255	3	181,158,54,	0,1244,1536,	0.00224	0	2	0	2	0	2	0	2	0	1	0	0.129367	0	2	0	2	0	0	0	0	0
chr3	51903945	51912328	refGene.NM_152397.1	0	-	51903945	51912328	0	4	447,63,105,3,	0,1942,8095,8380,	0.0715	0	2	0	2	0	2	0	2	0	0.220164	0	1	0	2	0	2	0	0	0	0	0
chr3	15427850	15442938	refGene.NM_152396.1.inc	0	-	15427850	15442938	0	5	98,142,171,135,141,	0,2681,4432,13615,14947,	1	0	1	0	1	0	1	0	0.475514	0	1	0	0.492931	0	1	0	0.444638	0	0	0	0	0
chr3	132583588	132584827	refGene.NM_152395.1.inc	0	+	132583588	132584827	0	2	261,132,	0,1107,	1	0	1	0	0.493325	0	1	0	0.252128	0	1	0	1	0	1	0	0.487038	0	0	0	0	0
chr3	151860368	151904375	refGene.NM_152394.1	1000	-	151860368	151904375	16711680	14	264,229,156,86,146,71,158,99,117,56,57,92,58,403,	0,6895,9404,14064,18517,20576,20881,22326,25850,26074,26406,38899,42229,43604,	0.00011	1	2	0	2	0	2	0	2	0	1	0	0.37972	0	2	0	2	0	511	0.31	471	0.19
chr2	11213123	11235405	refGene.NM_152391.1	0	+	11213123	11235405	0	7	143,83,70,58,121,42,92,	0,4919,5078,8657,16378,19421,22190,	0.28978	0	2	0	1	0	2	0	0.420331	0	0.485013	0	1	0	0.421899	0	0.403344	0	0	0	0	0
chr2	39746618	39797895	refGene.NM_152390.1	0	+	39746618	39797895	0	4	400,114,138,242,	0,38106,41074,51035,	0.43199	0	2	0	0.481672	0	1	0	1	0	0.486011	0	1	0	2	0	2	0	0	0	0	0
